Flag,FlagCountry,Name,Draft,Beam,Length,Type,Origin,Destination,EstimatedDayArrival,ShippingCompany
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,220,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,221,E ERHARDT Y CIA SA
IT,Itàlia,FANTASTIC,6.82,28,188.15,Transbordadors,Tanger Med,Genoa,222,E ERHARDT Y CIA SA
IT,Itàlia,FANTASTIC,6.82,28,188.15,Transbordadors,Genoa,Tanger Med,224,E ERHARDT Y CIA SA
IT,Itàlia,GNV ATLAS,6.53,29,161,Transbordadors,Nador,Nador,224,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,224,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,224,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,227,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,228,E ERHARDT Y CIA SA
IT,Itàlia,GNV CRISTAL,6.53,29,161,Transbordadors,Nador,Nador,229,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,229,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Civitavecchia,Tanger Med,231,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,231,E ERHARDT Y CIA SA
IT,Itàlia,FANTASTIC,6.82,28,188.15,Transbordadors,Tanger Med,Genoa,231,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,231,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,232,E ERHARDT Y CIA SA
IT,Itàlia,MAJESTIC,6.69,26.8,188,Transbordadors,Tanger Med,Genoa,232,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,235,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,238,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.59,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,240,E ERHARDT Y CIA SA
IT,Itàlia,GNV CRISTAL,6.53,29,161,Transbordadors,Tanger Med,Sete,242,E ERHARDT Y CIA SA
IT,Itàlia,GNV ATLAS,6.53,29,161,Transbordadors,Nador,Nador,242,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,246,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,248,E ERHARDT Y CIA SA
IT,Itàlia,MAJESTIC,6.69,26.8,188,Transbordadors,Genoa,Tanger Med,249,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.59,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,261,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,270,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,271,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,272,E ERHARDT Y CIA SA
IT,Itàlia,FANTASTIC,6.82,28,188.15,Transbordadors,Genoa,Tanger Med,275,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.59,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,275,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Tanger Med,Genoa,275,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.59,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,278,E ERHARDT Y CIA SA
IT,Itàlia,GNV BRIDGE,6.55,25.59,203,Transbordadors,Palma de Mallorca,Palma de Mallorca,280,E ERHARDT Y CIA SA
IT,Itàlia,GNV SEALAND,6.79,25.6,186.44,Transbordadors,Valencia,Palma de Mallorca,291,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,292,E ERHARDT Y CIA SA
IT,Itàlia,FANTASTIC,6.82,28,188.15,Transbordadors,Genoa,Tanger Med,294,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,294,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,294,E ERHARDT Y CIA SA
IT,Itàlia,GNV ATLAS,6.53,29,161,Transbordadors,Valencia,Nador,297,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Tanger Med,Genoa,299,E ERHARDT Y CIA SA
IT,Itàlia,EXCELSIOR,6.9,26.8,202.78,Transbordadors,Genoa,Tanger Med,301,E ERHARDT Y CIA SA
IT,Itàlia,EXCELSIOR,6.9,26.8,202.78,Transbordadors,Tanger Med,Genoa,304,E ERHARDT Y CIA SA
IT,Itàlia,EXCELSIOR,6.9,26.8,202.78,Transbordadors,Tanger Med,Genoa,315,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,319,E ERHARDT Y CIA SA
IT,Itàlia,EXCELSIOR,6.9,26.8,202.78,Transbordadors,Tanger Med,Genoa,320,E ERHARDT Y CIA SA
IT,Itàlia,GNV ATLAS,6.53,29,161,Transbordadors,Nador,Sete,320,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,322,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,322,E ERHARDT Y CIA SA
IT,Itàlia,GNV ATLAS,6.53,29,161,Transbordadors,Nador,Sete,325,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,325,E ERHARDT Y CIA SA
IT,Itàlia,EXCELSIOR,6.9,26.8,202.78,Transbordadors,Genoa,Tanger Med,326,E ERHARDT Y CIA SA
IT,Itàlia,EXCELSIOR,6.9,26.8,202.78,Transbordadors,Tanger Med,Genoa,329,E ERHARDT Y CIA SA
IT,Itàlia,GNV ATLAS,6.53,29,161,Transbordadors,Sete,Nador,334,E ERHARDT Y CIA SA
IT,Itàlia,EXCELSIOR,6.9,26.8,202.78,Transbordadors,Tanger Med,Genoa,334,E ERHARDT Y CIA SA
IT,Itàlia,EXCELSIOR,6.9,26.8,202.78,Transbordadors,Genoa,Tanger Med,345,E ERHARDT Y CIA SA
IT,Itàlia,EXCELSIOR,6.9,26.8,202.78,Transbordadors,Genoa,Tanger Med,350,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,351,E ERHARDT Y CIA SA
IT,Itàlia,GNV SPIRIT,6.9,25,204,Transbordadors,Palma de Mallorca,Palma de Mallorca,354,E ERHARDT Y CIA SA
IT,Itàlia,EXCELLENT,6.74,26.8,202.78,Transbordadors,Tanger Med,Genoa,355,E ERHARDT Y CIA SA
IT,Itàlia,GNV ATLAS,6.53,29,161,Transbordadors,Nador,Sete,360,E ERHARDT Y CIA SA
IT,Itàlia,GNV ATLAS,6.53,29,161,Transbordadors,Nador,Sete,365,E ERHARDT Y CIA SA
BS,Bahames,JAWOR,14.64,32.26,229,Granelers,Belem,Gibraltar,151,H JOSE M  MASIQUES SA
LR,Libèria,KANG MAY,13.97,36.5,228,Granelers,Cartagena,Vila do Conde                      ,40,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,MONT FORT,14.43,32.26,229,Granelers,Baie Comeau,Gibraltar,20,H JOSE M  MASIQUES SA
MH,Illes Marshall,PORTOLA,8.65,20.4,122,Tancs,Valencia,Bejaia (ex Bougie),102,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,YASA TEAM,14,32.26,225,Granelers,Belem,Gibraltar,102,H JOSE M  MASIQUES SA
MT,Malta,REKON,6.32,16,122,Tancs,Livorno,Bejaia (ex Bougie),87,ALFASHIP MARITIME SERVICES SL 
MT,Malta,MANAS,7.98,18.9,131.84,Tancs,Tarragona,Cartagena,333,ALFASHIP MARITIME SERVICES SL 
NL,Països Baixos,MARRY-S,4.94,12.4,89,Càrrega (Lo-Lo),Caronte,Oristano,119,H JOSE M  MASIQUES SA
PA,Panamà,FAHRIYE K,6.63,13.5,88.8,Càrrega (Lo-Lo),Carboneras,Oristano,150,H JOSE M  MASIQUES SA
PA,Panamà,NAVIOS CORAL,14.47,35,229,Granelers,Belem,Gibraltar,196,H JOSE M  MASIQUES SA
PA,Panamà,NEW WAVELET,14.52,32.24,228.9,Granelers,New Orleans,Las Palmas,304,H JOSE M  MASIQUES SA
BS,Bahames,ARTEMIS,13.02,32.2,186,Tancs,Bonny,Desconegut,172,TRANSPORTES CONSIGNACION MARITIMAS SA
BS,Bahames,ALBERTA,12.2,42,228.6,Petroliers,Rabigh,Algeciras,187,MH BLAND SL
DK,Dinamarca,BRO NYBORG,8.9,23,144,Tancs,Barcelona,Sete,32,ALFASHIP MARITIME SERVICES SL 
DK,Dinamarca,KIRSTEN MAERSK,11.8,27.4,183.18,Tancs,Anvers,Az Zawiyah,36,"DPL SHIPPING AGENCY, S.L."
DK,Dinamarca,KIRSTEN MAERSK,11.8,27.4,183.18,Tancs,Anvers,Az Zawiyah,40,"DPL SHIPPING AGENCY, S.L."
DK,Dinamarca,TORM HORIZON,12.22,32.2,183,Tancs,San Lorenzo,Rotterdam,90,ALFASHIP MARITIME SERVICES SL 
DK,Dinamarca,MAERSK CUMULUS,11.15,32.2,183,Tancs,Las Palmas,Amsterdam,138,ALFASHIP MARITIME SERVICES SL 
DK,Dinamarca,KARINA THERESA,7.6,19.05,101.39,Tancs,Livorno,Fos-sur-Mer,149,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,TORM VOYAGER,12.2,32.2,182.9,Tancs,Brindisi,Ferrol,210,MH BLAND SL
DK,Dinamarca,SUSANNE THERESA,5.7,14.1,92.86,Tancs,Carboneras,Desconegut,223,ALFASHIP MARITIME SERVICES SL 
DK,Dinamarca,ORASUND,6.3,15.6,106.2,Tancs,Rouen,Bejaia (ex Bougie),242,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,LIKYA THERESA,6.97,16,100,Tancs,Genoa,Napoli,320,IBERICA MARITIMA BARCELONA SA
DK,Dinamarca,TINA THERESA,7.6,19.05,101.39,Tancs,Fos-sur-Mer,Fos-sur-Mer,357,ALFASHIP MARITIME SERVICES SL 
HK,Hong Kong,ATLANTIC JUPITER,11.32,27.4,184,Tancs,Cadiz,Desconegut,28,ALFASHIP MARITIME SERVICES SL 
HK,Hong Kong,SILVER MUNA,13.27,32.2,183,Tancs,Goteborg,Fos-sur-Mer,33,A PEREZ Y CIA SL
IT,Itàlia,GIULIA IEVOLI,8.29,20,137,Tancs,Varna,Varna,24,ALFASHIP MARITIME SERVICES SL 
IT,Itàlia,LEALE,7.38,16.8,112,Tancs,Fos-sur-Mer,Bastia,32,E ERHARDT Y CIA SA
IT,Itàlia,VALLE DI CORDOBA,11.1,31,176,Tancs,Augusta,Genoa,46,ITALMAR 3000 SL
IT,Itàlia,LEALE,7.38,16.8,112,Tancs,Livorno,Bastia,53,E ERHARDT Y CIA SA
IT,Itàlia,LUCA IEVOLI,6.45,15.4,100,Tancs,Cartagena,Augusta,58,IBERICA MARITIMA BARCELONA SA
IT,Itàlia,MAGNIFICA,11.1,31,176,Tancs,Az Zawiyah,Az Zawiyah,59,"DPL SHIPPING AGENCY, S.L."
IT,Itàlia,LEALE,7.38,16.8,112,Tancs,Bastia,Bastia,61,E ERHARDT Y CIA SA
IT,Itàlia,VALLE DI NAVARRA,11.6,31,176,Tancs,Milazzo,Desconegut,60,ITALMAR 3000 SL
IT,Itàlia,LEALE,7.38,16.8,112,Tancs,Bastia,Bastia,69,E ERHARDT Y CIA SA
IT,Itàlia,NINA,11,32.2,180,Tancs,Augusta,Desconegut,76,ITALMAR 3000 SL
IT,Itàlia,LEALE,7.38,16.8,112,Tancs,Bastia,Bastia,84,E ERHARDT Y CIA SA
IT,Itàlia,LEALE,7.38,16.8,112,Tancs,Bastia,Bastia,90,E ERHARDT Y CIA SA
IT,Itàlia,MARIA M,11.1,31,176,Tancs,Malta (Valetta),Az Zawiyah,94,"DPL SHIPPING AGENCY, S.L."
IT,Itàlia,FUTURA,11,31,176,Tancs,Rotterdam,Gibraltar,118,"DPL SHIPPING AGENCY, S.L."
IT,Itàlia,GIULIA IEVOLI,8.29,20,137,Tancs,Livorno,Valencia,121,BERGE MARITIMA SL
IT,Itàlia,DATTILO M,9.6,23,161.08,Tancs,Castellon de la Plana,Genoa,228,BERGE MARITIMA SL
IT,Itàlia,LEALE,7.38,16.8,112.4,Tancs,Bastia,Bastia,231,E ERHARDT Y CIA SA
IT,Itàlia,ICHESIA M,11,32.2,180,Tancs,Las Palmas,Tarragona,237,A PEREZ Y CIA SL
IT,Itàlia,MAGNIFICA,11.1,31,175.99,Tancs,Castellon de la Plana,Sete,255,ALFASHIP MARITIME SERVICES SL 
IT,Itàlia,LEALE,7.38,16.8,112.4,Tancs,Bastia,Bastia,284,E ERHARDT Y CIA SA
IT,Itàlia,ACQUAMARINA,8.03,20.4,136.5,Tancs,Priolo Gargallo,Gibraltar,337,NEXT MARITIME SL
IT,Itàlia,CALAJUNCO M,9.65,23,161.08,Tancs,Cartagena,Gibraltar,364,NEXT MARITIME SL
IT,Itàlia,FUTURA,11,31,175.96,Tancs,Burgas,Piraeus,363,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,AMPHITRITE,11.72,27.34,183,Tancs,Lavera,Malta (Valetta),10,IBERICA MARITIMA BARCELONA SA
LR,Libèria,GLOBAL LAKE,7.2,17.6,113,Tancs,Portland,Lavera,32,IBERICA MARITIMA BARCELONA SA
LR,Libèria,CHEM NICHOLAS,11.62,27.4,182.86,Tancs,Anvers,Az Zawiyah,37,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,NORIENT SATURN,11,32.2,180,Tancs,Burgas,Lagos,44,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,MOUNT EVEREST,11.52,27.4,184,Tancs,Aspropirgos,Gibraltar,52,A PEREZ Y CIA SL
LR,Libèria,CONTI BENGUELA,11.32,27.4,184,Tancs,Algeciras,Gibraltar,58,A PEREZ Y CIA SL
LR,Libèria,ATOLL,12.43,32.2,183,Tancs,Kalamata,Algeciras,142,A PEREZ Y CIA SL
LR,Libèria,LEON POSEIDON,11.52,27.4,184,Tancs,Jorf Lasfar,Misurata,178,MH BLAND SL
LR,Libèria,KRITI CAPTAIN,11.32,27.4,184.32,Tancs,Algeciras,Az Zawiyah,191,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,PACIFIC MOONSTONE,13.32,32.2,183.09,Tancs,Buenos Aires,Rotterdam,194,ALFASHIP MARITIME SERVICES SL 
LR,Libèria,HISTRIA GEMMA,11,32.2,180,Tancs,Az Zawiyah,Az Zawiyah,201,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,ALKEA,11.32,27.4,184.32,Tancs,Anvers,Lavera,210,IBERICA MARITIMA BARCELONA SA
LR,Libèria,NORVIKEN,11.52,27.4,184,Tancs,Malta (Valetta),Misurata,221,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,NORVIKEN,11.52,27.4,184,Tancs,Malta (Valetta),Misurata,228,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,AURVIKEN,15.24,43,244.16,Petroliers,El Suweis (= Suez),Algeciras,230,A PEREZ Y CIA SL
LR,Libèria,VOGE DIGNITY,11.6,27.4,182.9,Tancs,Rotterdam,Rotterdam,239,E ERHARDT Y CIA SA
LR,Libèria,VOGE DIGNITY,11.6,27.4,182.9,Tancs,Rotterdam,Fos-sur-Mer,283,E ERHARDT Y CIA SA
LR,Libèria,NORVIKEN,11.52,27.4,184,Tancs,Augusta,Misurata,317,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,PACIFIC AZUR,13.09,32.2,182.5,Tancs,Cadiz,Desconegut,319,ALFASHIP MARITIME SERVICES SL 
LR,Libèria,NORVIKEN,11.52,27.4,184,Tancs,Augusta,Misurata,321,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,PACIFIC AZUR,13.09,32.2,182.5,Tancs,Cadiz,Desconegut,325,ALFASHIP MARITIME SERVICES SL 
LR,Libèria,ROSE I,11.52,27.4,184.32,Tancs,Az Zawiyah,Misurata,330,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,HISTRIA DIONE,11.15,32.26,180,Tancs,Murmansk,Misurata,340,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,HISTRIA DIONE,11.15,32.26,180,Tancs,Murmansk,Misurata,341,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,HISTRIA DIONE,11.15,32.26,180,Tancs,Murmansk,Misurata,351,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,ELANDRA BLU,13.02,32.2,183,Tancs,Algeciras,Durban,350,ALFASHIP MARITIME SERVICES SL 
LR,Libèria,CONTI BENGUELA,11.32,27.4,184.32,Tancs,Rotterdam,Lavera,351,E ERHARDT Y CIA SA
LR,Libèria,ANTARES I,12.07,32.2,179.88,Tancs,Algeciras,Lagos,359,"DPL SHIPPING AGENCY, S.L."
LR,Libèria,PACIFIC COBALT,13.12,32.2,182.5,Tancs,Cadiz,Desconegut,361,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,MARMOTAS,9.69,23.7,146,Tancs,Malta Freeport Distripark,Yanbu al-Bahr,25,"DPL SHIPPING AGENCY, S.L."
MH,Illes Marshall,EMIRALP,6.7,16.6,110,Tancs,Anvers,Fos-sur-Mer,42,E ERHARDT Y CIA SA
MH,Illes Marshall,NAVIG8 ALMANDINE,11.52,27.4,184,Tancs,Rotterdam,Az Zawiyah,66,"DPL SHIPPING AGENCY, S.L."
MH,Illes Marshall,CAPE BRADLEY,11.1,31,176,Tancs,Santa Panagia,Az Zawiyah,66,"DPL SHIPPING AGENCY, S.L."
MH,Illes Marshall,NAVIG8 ACHROITE,11.71,27.4,184,Tancs,Savona,Rotterdam,70,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,NAVIG8 ADAMITE,11.71,27.4,184,Tancs,Marsaxlokk,Desconegut,100,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,SPRING,8.71,20.4,129,Tancs,Genoa,Gibraltar,108,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,DINAH,11.52,27.4,184,Tancs,Kalamata,Desconegut,120,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,TRIPLE A,8.71,20.4,129,Tancs,Agio Theodoroi,Castellon de la Plana,151,IBERICA MARITIMA BARCELONA SA
MH,Illes Marshall,HAFNIA ACHROITE,11.71,27.4,184.06,Tancs,Rotterdam,Fos-sur-Mer,198,E ERHARDT Y CIA SA
MH,Illes Marshall,SUNNY SKY,11.59,27.38,182.86,Tancs,Anvers,Gibraltar,202,NEXT MARITIME SL
MH,Illes Marshall,MAVROUDA,11.22,27.34,182.55,Tancs,Rotterdam,Az Zawiyah,229,"DPL SHIPPING AGENCY, S.L."
MH,Illes Marshall,SUNNY SKY,11.59,27.38,182.86,Tancs,Algeciras,Barcelona,303,E ERHARDT Y CIA SA
MH,Illes Marshall,SUNNY SKY,11.59,27.38,182.86,Tancs,Barcelona,Az Zawiyah,314,"DPL SHIPPING AGENCY, S.L."
MH,Illes Marshall,UOG SYROS,13.3,32.22,183.32,Tancs,Santa Panagia,Desconegut,327,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,EMIRALP,6.7,16.6,109.98,Tancs,Lavera,Fos-sur-Mer,339,ALFASHIP MARITIME SERVICES SL 
MH,Illes Marshall,CAPE BRADLEY,11.1,31,176,Tancs,Anvers,Gibraltar,346,NEXT MARITIME SL
MH,Illes Marshall,LA BOHEME,14.22,32.24,228,Tancs,Mersin,Lagos,345,MH BLAND SL
MH,Illes Marshall,BEKS EBRU,13.51,32.2,189.02,Petroliers,Canakkale,Gibraltar,354,"DPL SHIPPING AGENCY, S.L."
MH,Illes Marshall,CAPE BRADLEY,11.1,31,176,Tancs,Anvers,Gibraltar,358,NEXT MARITIME SL
MH,Illes Marshall,LA BOHEME,14.22,32.24,228,Tancs,Mersin,Lagos,359,MH BLAND SL
MH,Illes Marshall,STI PONTIAC,13.33,32.2,183.12,Tancs,Izmit,Algeciras,362,BERGE MARITIMA SL
MT,Malta,FT QUINTO,6.86,17.19,121,Tancs,Ravenna,Ajaccio,6,E ERHARDT Y CIA SA
MT,Malta,BASAT,7.97,18.9,132,Tancs,Aliaga,Hamburg,7,NEXT MARITIME SL
MT,Malta,AZAHAR,11.02,27.4,183,Tancs,Rotterdam,Anvers,17,E ERHARDT Y CIA SA
MT,Malta,FT NERVI,6.86,17.2,120,Tancs,Ravenna,Ajaccio,27,E ERHARDT Y CIA SA
MT,Malta,DUZGIT INTEGRITY,7.97,18.9,132,Tancs,Castellon de la Plana,Desconegut,30,ALFASHIP MARITIME SERVICES SL 
MT,Malta,FT NERVI,6.86,17.2,120,Tancs,Genoa,Ajaccio,39,E ERHARDT Y CIA SA
MT,Malta,HISTRIA IVORY,11,32.2,180,Tancs,Pauillac,Bingazi (Benghazi),43,IBERICA MARITIMA BARCELONA SA
MT,Malta,HISTRIA IVORY,11,32.2,180,Tancs,Pauillac,Bingazi (Benghazi),46,IBERICA MARITIMA BARCELONA SA
MT,Malta,HIRA V,6.79,16.9,114,Tancs,Rotterdam,Genoa,49,IBERICA MARITIMA BARCELONA SA
MT,Malta,GEA,11.1,31,176,Tancs,Bakar,Fos-sur-Mer,50,BERGE MARITIMA SL
MT,Malta,FT NERVI,6.86,17.2,120,Tancs,Ajaccio,Ajaccio,51,E ERHARDT Y CIA SA
MT,Malta,MEHMET A,9.7,22.4,162,Tancs,Lavera,Varna,59,ALFASHIP MARITIME SERVICES SL 
MT,Malta,GEORGIA,11.1,31,176,Tancs,Tarragona,Az Zawiyah,65,"DPL SHIPPING AGENCY, S.L."
MT,Malta,TARSUS,6.7,16.6,100,Tancs,Burgas,Lavera,68,IBERICA MARITIMA BARCELONA SA
MT,Malta,AZAHAR,11.02,27.4,183,Tancs,Ceuta,Malta (Valetta),83,"DPL SHIPPING AGENCY, S.L."
MT,Malta,IVYAN,6.7,16.6,110,Tancs,Barcelona,Fos-sur-Mer,92,NEXT MARITIME SL
MT,Malta,HISTRIA CORAL,10.5,32.2,180,Tancs,Rotterdam,Anvers,98,"DPL SHIPPING AGENCY, S.L."
MT,Malta,MED ARCTIC,7.24,17.2,124,Tancs,Algeciras,Leixoes,111,IBERICA MARITIMA BARCELONA SA
MT,Malta,BOMAR CERES,6.36,16,107.6,Tancs,Castellon de la Plana,Cartagena,116,ALFASHIP MARITIME SERVICES SL 
MT,Malta,ATLANTIS ARACELI,6.35,16,107.6,Tancs,Barcelona,Bastia,141,ALFASHIP MARITIME SERVICES SL 
MT,Malta,SEABRIGHT,12.22,32.2,183,Tancs,Falconara,Lavera,175,A PEREZ Y CIA SL
MT,Malta,FT NERVI,6.86,17.2,119.86,Tancs,Ajaccio,Ajaccio,190,E ERHARDT Y CIA SA
MT,Malta,CASTILLO DE TRUJILLO,12.15,25.3,182,Tancs,La Coruna,Genoa,192,MH BLAND SL
MT,Malta,BLACK STAR,7.49,19.5,128,Tancs,El Suweis (= Suez),Lavera,188,IBERICA MARITIMA BARCELONA SA
MT,Malta,ATLANTIS ARKI,6,16,107.6,Tancs,Aveiro,Bastia,197,E ERHARDT Y CIA SA
MT,Malta,ATLANTIS ARACELI,6.35,16,108,Tancs,Porto Foxi (Sarroch),Rotterdam,199,ALFASHIP MARITIME SERVICES SL 
MT,Malta,FT NERVI,6.86,17.2,119.86,Tancs,Ajaccio,Ajaccio,208,E ERHARDT Y CIA SA
MT,Malta,FT NERVI,6.86,17.2,119.86,Tancs,Ajaccio,Ajaccio,223,E ERHARDT Y CIA SA
MT,Malta,GIANNUTRI,11.22,27.34,182.55,Tancs,Tarragona,Malta (Valetta),221,ITALMAR 3000 SL
MT,Malta,FT NERVI,6.86,17.2,119.86,Tancs,Ajaccio,Ajaccio,239,E ERHARDT Y CIA SA
MT,Malta,ATLANTIS ALHAMBRA,6.65,16.8,109,Tancs,Livorno,Desconegut,241,ALFASHIP MARITIME SERVICES SL 
MT,Malta,ATLANTIS ARKI,6,16,107.6,Tancs,Port-la-Nouvelle,Bastia,243,E ERHARDT Y CIA SA
MT,Malta,YM JUPITER,8.6,21.6,148,Tancs,Fos-sur-Mer,Lavera,243,ALFASHIP MARITIME SERVICES SL 
MT,Malta,CIELO DI CAPRI,11.92,27.4,184.26,Tancs,Sines,Malta (Valetta),271,A PEREZ Y CIA SL
MT,Malta,HACI FATMA ANA,7.2,17.2,123,Tancs,Genoa,Lavera,280,NEXT MARITIME SL
MT,Malta,HACI FATMA ANA,7.2,17.2,123,Tancs,Genoa,Lavera,295,NEXT MARITIME SL
MT,Malta,BOMAR MARS,6.58,15.8,107.34,Tancs,Vasto,Lavera,305,IBERICA MARITIMA BARCELONA SA
MT,Malta,YM MARS,6.65,15.8,109,Tancs,Venezia,Bastia,306,E ERHARDT Y CIA SA
MT,Malta,FMT BERGAMA,8.7,21.7,142.98,Tancs,Lavera,Lavera,311,ALFASHIP MARITIME SERVICES SL 
MT,Malta,YM MARS,6.65,15.8,109,Tancs,Bastia,Bastia,321,E ERHARDT Y CIA SA
MT,Malta,PINK CORAL,12.81,32.2,183,Tancs,Sines,Lavera,320,NEXT MARITIME SL
MT,Malta,ATLANTIS ARKI,6,16,108,Tancs,Lavera,Fos-sur-Mer,322,IBERICA MARITIMA BARCELONA SA
MT,Malta,FT QUINTO,6.86,17.19,120.68,Tancs,Ajaccio,Lavera,332,E ERHARDT Y CIA SA
MT,Malta,GEA,11.1,31,176,Tancs,Priolo Gargallo,Misurata,332,"DPL SHIPPING AGENCY, S.L."
MT,Malta,GEA,11.1,31,176,Tancs,Priolo Gargallo,Misurata,334,"DPL SHIPPING AGENCY, S.L."
MT,Malta,MRC SEDEF,12.22,32.2,183,Tancs,Aliaga,Gibraltar,338,NEXT MARITIME SL
MT,Malta,YM MARS,6.65,15.8,109,Tancs,Bastia,Bastia,345,E ERHARDT Y CIA SA
MT,Malta,EUROSAILOR,13.28,32.2,183.06,Tancs,Cadiz,Desconegut,346,ALFASHIP MARITIME SERVICES SL 
MT,Malta,SEAVICTORY,12.22,32.2,183.2,Tancs,Fos-sur-Mer,Marsaxlokk,356,E ERHARDT Y CIA SA
